province,city,position,district,candidate_name,party,votes,rank
ORIENTAL MINDORO,BANSUD,COUNCILOR,,"FERRARO, ATTY. JAYLIBEE",IND,11853,316935
ORIENTAL MINDORO,BONGABONG,COUNCILOR,,"CANDELARIO, RICHARD",GSM,15376,315056
ORIENTAL MINDORO,BULALACAO,COUNCILOR,,"SALAS, GUILLERMO JR.",PFP,13763,318528
ORIENTAL MINDORO,CITY OF CALAPAN,COUNCILOR,,"TANYAG-PANALIGAN, ATTY.BEL(MBS",,41955,317480
ORIENTAL MINDORO,GLORIA,COUNCILOR,,"ONG, NELCY",LAKAS,13834,318252
ORIENTAL MINDORO,MANSALAY,COUNCILOR,,"RAMOS, ENTENG",LP,16835,315875
ORIENTAL MINDORO,NAUJAN,COUNCILOR,,"VIRAY, WIL",GSM,25095,316678
ORIENTAL MINDORO,PINAMALAYAN,COUNCILOR,,"HERNANDEZ, JING-JING",LAKAS,19927,315605
ORIENTAL MINDORO,POLA,COUNCILOR,,"BATHAN, ROMEL",GSM,8528,316132
ORIENTAL MINDORO,PUERTO GALERA,COUNCILOR,,"ATIENZA, ACEVON",GSM,13784,317988
ORIENTAL MINDORO,ROXAS,COUNCILOR,,"BACAY, PANGGA",LP,17162,317727
ORIENTAL MINDORO,SAN TEODORO,COUNCILOR,,"BALAIBO, KUYA ALLEN",GSM,5000,314791
ORIENTAL MINDORO,SOCORRO,COUNCILOR,,"UMBAO, MARVIN",LAKAS,8898,317213
ORIENTAL MINDORO,VICTORIA,COUNCILOR,,"DEL MUNDO, FEI",AKSYON,11843,316400
PALAWAN,ABORLAN,COUNCILOR,,"RUHEN, REYNA MICHELLE",NP,12400,310564
PALAWAN,AGUTAYA,COUNCILOR,,"QUINCELA, RENEE",PPP,3084,311361
PALAWAN,ARACELI,COUNCILOR,,"HORTALEZA, JENNY",PRP,4764,310030
PALAWAN,BALABAC,COUNCILOR,,"AMI, RABBANA",PPP,11078,308189
PALAWAN,BATARAZA,COUNCILOR,,"IBBA, GAN",PPP,24386,311614
PALAWAN,BROOKE'S POINT,COUNCILOR,,"BALEAN, TAD",PPP,24229,308434
PALAWAN,BUSUANGA,COUNCILOR,,"EDONGA, BABY",IND,5952,307649
PALAWAN,CAGAYANCILLO,COUNCILOR,,"CARCELER, JHING",IND,2602,307926
PALAWAN,CITY OF PUERTO PRINCESA,COUNCILOR,,"HAGEDORN, PATRICK",PFP,87524,307378
PALAWAN,CORON,COUNCILOR,,"YONG, NASHVILLE",PPP,20378,309498
PALAWAN,CUYO,COUNCILOR,,"TAN, JAKE",PPP,6803,310828
PALAWAN,DUMARAN,COUNCILOR,,"BUAL, EDSON",PRP,6604,306553
PALAWAN,EL NIDO,COUNCILOR,,"CORRAL, LEONOR",PRP,16807,309220
PALAWAN,LINAPACAN,COUNCILOR,,"LIAO, HENRY",IND,5860,308701
PALAWAN,MAGSAYSAY,COUNCILOR,,"CABRESTANTE, RUSS VINCENT",IND,3750,308957
PALAWAN,NARRA,COUNCILOR,,"DANAO, DANTE",IND,14458,306832
PALAWAN,QUEZON,COUNCILOR,,"LLACER, DEREK",NPC,12106,307115
PALAWAN,ROXAS,COUNCILOR,,"FAVILA, THAMTHAM",IND,14104,309757
PALAWAN,SAN VICENTE,COUNCILOR,,"VARQUEZ, DOLOY",PPP,11767,311093
PALAWAN,TAYTAY,COUNCILOR,,"SALVAME, BEN",PRP,22713,310297
PAMPANGA,APALIT,COUNCILOR,,"DUNGO, ALLEN",NPC,28669,85713
PAMPANGA,ARAYAT,COUNCILOR,,"DIZON, YOT-YOT",IND,24765,86240
PAMPANGA,BACOLOR,COUNCILOR,,"ANGELES, ANGIE",KMBLN,23491,88289
PAMPANGA,CANDABA,COUNCILOR,,"BONDOC, JAO",NP,35892,83128
PAMPANGA,CITY OF ANGELES,COUNCILOR,,"SULLER, ATTY POGS",LAKAS,91793,84404
PAMPANGA,CITY OF SAN FERNANDO,COUNCILOR,,"TULABUT, NOEL",IND,104736,87548
PAMPANGA,FLORIDABLANCA,COUNCILOR,,"LAXAMANA, REXRJ",LAKAS,25535,85189
PAMPANGA,GUAGUA,COUNCILOR,,"MENDOZA, BOSS JOE",KMBLN,42840,83910
PAMPANGA,LUBAO,COUNCILOR,,"VICTORINO, JAYSON",KMBLN,41723,84932
PAMPANGA,MABALACAT CITY,COUNCILOR,,"MORALES, IKE MORALES",KMBLN,62209,84676
PAMPANGA,MACABEBE,COUNCILOR,,"BALINGIT, POL",NP,23586,88040
PAMPANGA,MAGALANG,COUNCILOR,,"TANGLAO, JUNE",KMBLN,33508,84173
PAMPANGA,MASANTOL,COUNCILOR,,"LACAP, BOBOY",NP,15618,83397
PAMPANGA,MEXICO,COUNCILOR,,"RAMOS, ALLAINE",LAKAS,38761,86760
PAMPANGA,MINALIN,COUNCILOR,,"FLORES, JUN",KMBLN,12927,86504
PAMPANGA,PORAC,COUNCILOR,,"CANLAPAN, RC",IND,34044,83654
PAMPANGA,SAN LUIS,COUNCILOR,,"CLARIN, ERWIN",KMBLN,23359,87022
PAMPANGA,SAN SIMON,COUNCILOR,,"ALMARIO, KEKO",LAKAS,16338,85444
PAMPANGA,SANTA ANA,COUNCILOR,,"CONCEPCION, OMENG",IND,13053,87268
PAMPANGA,SANTA RITA,COUNCILOR,,"VALENCIA, ROMY",KMBLN,14375,87802
PAMPANGA,SASMUAN,COUNCILOR,,"ANGELES, BALAS",KMBLN,10100,85966
PAMPANGA,STO. TOMAS,COUNCILOR,,"ARCEO, MARK LOUIE",IND,12863,82867
PANGASINAN,AGNO,COUNCILOR,,"DELA CONCHA, LYN",API,10475,343153
PANGASINAN,AGUILAR,COUNCILOR,,"VILLANUEVA, BELEN",NPC,17087,342395
PANGASINAN,ALCALA,COUNCILOR,,"LABIANO, RODELIO",LAKAS,15714,335796
PANGASINAN,ANDA,COUNCILOR,,"CARANAY, MARVIN CHARLES",NP,14114,342124
PANGASINAN,ASINGAN,COUNCILOR,,"CHUA, AIRA",NPC,22188,336047
PANGASINAN,BALUNGAO,COUNCILOR,,"SORIANO, AGO",PMP,10324,334769
PANGASINAN,BANI,COUNCILOR,,"AMPLER, GRINGO",NP,16241,336294
PANGASINAN,BASISTA,COUNCILOR,,"BACANI, CHRISTIAN",NPC,15073,343424
PANGASINAN,BAUTISTA,COUNCILOR,,"ESPINO, JOSEPH",API,10459,341370
PANGASINAN,BAYAMBANG,COUNCILOR,,"JUNIO, BOYING-KULAS",NP,37017,342644
PANGASINAN,BINALONAN,COUNCILOR,,"DELOS SANTOS, COLY",LAKAS,19136,338084
PANGASINAN,BINMALEY,COUNCILOR,,"SISON, AMELITO",NP,31065,334267
PANGASINAN,BOLINAO,COUNCILOR,,"CELESTE, GREG",NP,28304,339605
PANGASINAN,BUGALLON,COUNCILOR,,"TANDOC, JOVANNI",NPC,23140,335291
PANGASINAN,BURGOS,COUNCILOR,,"BALISALISA, RONIE",API,7364,334015
PANGASINAN,CALASIAO,COUNCILOR,,"GASPAR, KYLE ARTHUR",NP,41503,340622
PANGASINAN,CITY OF ALAMINOS,COUNCILOR,,"FONTELERA, ION",NP,34342,338595
PANGASINAN,CITY OF DAGUPAN,COUNCILOR,,"FERNANDEZ, MICHAEL",PFP,72462,337058
PANGASINAN,CITY OF SAN CARLOS,COUNCILOR,,"BANIQUED, SAM",NP,54049,343918
PANGASINAN,DASOL,COUNCILOR,,"ASEO, JON RAY",NP,11296,340361
PANGASINAN,INFANTA,COUNCILOR,,"MANIAGO, WATONG SR.",NP,8485,336814
PANGASINAN,LABRADOR,COUNCILOR,,"VINOYA, GEORGE",NUP,10021,338354
PANGASINAN,LINGAYEN,COUNCILOR,,"LOPEZ, JOLO",NPC,31570,335544
PANGASINAN,MABINI,COUNCILOR,,"DE GUZMAN, ARIEL JUSTO",API,10255,339858
PANGASINAN,MALASIQUI,COUNCILOR,,"ARENAS, VINCENT",LAKAS,49635,340125
PANGASINAN,MANAOAG,COUNCILOR,,"CHING, NICA",IND,25911,337307
PANGASINAN,MANGALDAN,COUNCILOR,,"FLORES, CHEENEE ROSE",NPC,25473,340871
PANGASINAN,MANGATAREM,COUNCILOR,,"CRUZ, TERESA GIANNA",PDPLBN,23642,337832
PANGASINAN,MAPANDAN,COUNCILOR,,"MARIANO, ALICE",NP,13537,338850
PANGASINAN,NATIVIDAD,COUNCILOR,,"BRIONES, DOC",IND,8742,339348
PANGASINAN,POZORRUBIO,COUNCILOR,,"CO, TOPCO",IND,31124,339099
PANGASINAN,ROSALES,COUNCILOR,,"REVITA, PATRICK",NPC,33585,335024
PANGASINAN,SAN FABIAN,COUNCILOR,,"IBASAN, FINA",NP,26566,341122
PANGASINAN,SAN JACINTO,COUNCILOR,,"ABARCAR, ATTY. APPLES",NP,15932,337571
PANGASINAN,SAN MANUEL,COUNCILOR,,"PEREZ, HONEYBOY",NPC,21150,334527
PANGASINAN,SAN NICOLAS,COUNCILOR,,"BRAVO, KIKO",LAKAS,11054,342910
PANGASINAN,SAN QUINTIN,COUNCILOR,,"LORESTO, RIA",LAKAS,13866,341630
PANGASINAN,SANTA BARBARA,COUNCILOR,,"DALOPE, NORMANOK",NP,31698,343667
PANGASINAN,SANTA MARIA,COUNCILOR,,"ORIA, BENJAMIN",IND,12114,336550
PANGASINAN,SANTO TOMAS,COUNCILOR,,"CASTAÑAGA, JONATHAN",LAKAS,4603,341875
QUEZON,AGDANGAN,COUNCILOR,,"SALVADOR, OLIVE",STAN Q,4480,77209
QUEZON,ALABAT,COUNCILOR,,"CANIMO, TATS",UNA,5994,73854
QUEZON,ATIMONAN,COUNCILOR,,"MAYO, DOK MAYO",NP,13093,74124
QUEZON,BUENAVISTA,COUNCILOR,,"BAROLO, ENGINEER MAR",STAN Q,11611,71812
QUEZON,BURDEOS,COUNCILOR,,"UNGRIANO, DENMARK",NPC,5557,71575
QUEZON,CALAUAG,COUNCILOR,,"LABASAN, MELVIN",STAN Q,19831,75910
QUEZON,CANDELARIA,COUNCILOR,,"ALCALA, BEBE",NPC,45554,75643
QUEZON,CATANAUAN,COUNCILOR,,"DE GALA, RANDY",IND,20069,72839
QUEZON,CITY OF LUCENA,COUNCILOR,,"FALLER, DANNY",STAN Q,91550,71312
QUEZON,DOLORES,COUNCILOR,,"AMAT, CHAI",STAN Q,13438,76929
QUEZON,GENERAL LUNA,COUNCILOR,,"SANGALANG, BOMBOY",STAN Q,7760,73100
QUEZON,GENERAL NAKAR,COUNCILOR,,"CALZADO, JOHN REY",IND,10842,76171
QUEZON,GUINAYANGAN,COUNCILOR,,"ISAAC, KOOKOO",STAN Q,15461,74384
QUEZON,GUMACA,COUNCILOR,,"MENDOZA, CARLO",STAN Q,18789,74630
QUEZON,INFANTA,COUNCILOR,,"JUNTEREAL, TIM",STAN Q,23079,73348
QUEZON,JOMALIG,COUNCILOR,,"MERCADO, MARIBEL",NP,2611,73605
QUEZON,LOPEZ,COUNCILOR,,"UBANA, IRA",STAN Q,25048,74877
QUEZON,LUCBAN,COUNCILOR,,"ALAMO, EDUARDO",STAN Q,15859,72574
QUEZON,MACALELON,COUNCILOR,,"AVILA, KC",STAN Q,6326,77469
QUEZON,MAUBAN,COUNCILOR,,"CALUCIN, KAP NATAN",STAN Q,23212,72317
QUEZON,MULANAY,COUNCILOR,,"AGUIRRE-ADAO, TINAN",STAN Q,16262,75127
QUEZON,PADRE BURGOS,COUNCILOR,,"FLORES, PABLITO",PFP,7172,76675
QUEZON,PAGBILAO,COUNCILOR,,"LUCE, JOSEPH MANUEL",NPC,21479,71052
QUEZON,PANUKULAN,COUNCILOR,,"AVELLANO, JIM",NPC,6611,72066
QUEZON,PATNANUNGAN,COUNCILOR,,"DY, AWIE",STAN Q,3545,75396
QUEZON,PEREZ,COUNCILOR,,"TARREGA, DONG-DONG",STAN Q,4639,76414
QUIRINO,AGLIPAY,COUNCILOR,,"AGSALDA, VIRGILIO",NPC,9874,232613
QUIRINO,CABARROGUIS,COUNCILOR,,"BINLAYAN, ACEAL",PFP,10871,232865
QUIRINO,DIFFUN,COUNCILOR,,"BAUTISTA, MARK",IND,17407,233378
QUIRINO,MADDELA,COUNCILOR,,"TOLENTINO, JAJA",NPC,13654,233885
QUIRINO,NAGTIPUNAN,COUNCILOR,,"SUGUITAN, EDMUND",NPC,8683,233133
QUIRINO,SAGUDAY,COUNCILOR,,"CARDENAS, JULIUS",NPC,6878,233632
RIZAL,ANGONO,COUNCILOR,,"SAGUINSIN, JO ANNE",NPC,32240,69503
RIZAL,BARAS,COUNCILOR,,"ROBLES, HECTOR",NPC,16786,69765
RIZAL,BINANGONAN,COUNCILOR,,"ANTIPORDA, COCO",IND,48631,68399
RIZAL,CAINTA,COUNCILOR,,"FELIX, KAP. WILLY",NPC,90187,70537
RIZAL,CARDONA,COUNCILOR,,"CAMPO, JEFF",NPC,12550,68138
RIZAL,CITY OF ANTIPOLO,COUNCILOR,,"SUMULONG, LJ",NPC,98048,67352
RIZAL,JALA-JALA,COUNCILOR,,"VILLARAN, NARCING",AKBYN,9174,70804
RIZAL,MORONG,COUNCILOR,,"SAN LUIS, RADNEY",NPC,16900,69242
RIZAL,PILILLA,COUNCILOR,,"ABUEG, DINDO",KNP,16105,68949
RIZAL,RODRIGUEZ,COUNCILOR,,"CUERPO, ANNE",PFP,91599,67625
RIZAL,SAN MATEO,COUNCILOR,,"SALEN, BOY",NPC,57543,70018
RIZAL,TANAY,COUNCILOR,,"TICA, DR JOY",NPC,26584,67890
RIZAL,TAYTAY,COUNCILOR,,"CALDERON, JOAN",NPC,65067,68677
RIZAL,TERESA,COUNCILOR,,"PASCUAL, DOC JECK",IND,24188,70281
ROMBLON,ALCANTARA,COUNCILOR,,"SOMBILON, DANNY",NP,5039,301062
ROMBLON,BANTON,COUNCILOR,,"FADALLAN, VIYAD",IND,2135,302378
ROMBLON,CAJIDIOCAN,COUNCILOR,,"GOTANCO, RAFFY",NP,8497,301597
ROMBLON,CALATRAVA,COUNCILOR,,"FALCUTILA, HERBERT",IND,4200,300807
ROMBLON,CONCEPCION,COUNCILOR,,"FANOGA, BOB",PFP,1540,302894
ROMBLON,CORCUERA,COUNCILOR,,"FAJUTAG, KUYAMON",NP,3552,304717
ROMBLON,FERROL,COUNCILOR,,"DALISAY, BOYET",NP,2316,303686
ROMBLON,LOOC,COUNCILOR,,"SORIANO, JIMWEL",PFP,8317,302639
ROMBLON,MAGDIWANG,COUNCILOR,,"CALEJA, JUN",NP,4320,303947
ROMBLON,ODIONGAN,COUNCILOR,,"FADEROGAYA, JUVY",LP,16690,302125
ROMBLON,ROMBLON,COUNCILOR,,"SILVERIO, MAC-MAC",NP,14290,304462
ROMBLON,SAN AGUSTIN,COUNCILOR,,"TAN, NALDEN",PFP,7899,304219
ROMBLON,SAN ANDRES,COUNCILOR,,"FRONDA, JEAN",NPC,5171,301331
ROMBLON,SAN FERNANDO,COUNCILOR,,"RIOS, DAX",AKSYON,7373,303158
ROMBLON,SAN JOSE,COUNCILOR,,"DEL MUNDO, JOSEPH",PFP,3342,303414
ROMBLON,SANTA FE,COUNCILOR,,"GALIDO, JOCEL",NP,4592,301862
ROMBLON,SANTA MARIA,COUNCILOR,,"MORTEL, RUEL",NPC,3666,300558
SAMAR,ARTECHE,COUNCILOR,,"RAMOS, THELMA",PFP,7006,195309
SAMAR,BALANGIGA,COUNCILOR,,"DIASANTA, CHERRY ANN",TINGOG,5665,199187
SAMAR,BALANGKAYAN,COUNCILOR,,"GESITE, DADIT",PFP,3751,198671
SAMAR,CAN-AVID,COUNCILOR,,"SIGUAN, BIENVENIDO",PFP,10065,197382
SAMAR,CITY OF BORONGAN,COUNCILOR,,"DAZA, ZEN",PFP,29896,196600
SAMAR,DOLORES,COUNCILOR,,"ESPESO, HELEN",PFP,14150,196079
SAMAR,GENERAL MACARTHUR,COUNCILOR,,"MIFLORES, JESSIE",PFP,5306,197115
SAMAR,GIPORLOS,COUNCILOR,,"RAMIREZ, JESSE",PFP,5562,197642
SAMAR,GUIUAN,COUNCILOR,,"KWAN, KINNA MAE",NP,23381,196342
SAMAR,HERNANI,COUNCILOR,,"CANDIDO, WILMAR",PFP,4012,199705
SAMAR,JIPAPAD,COUNCILOR,,"ADA, TONIO",PFP,3923,195806
SAMAR,LAWAAN,COUNCILOR,,"DACUNO, JOEY",PFP,6075,198925
SAMAR,LLORENTE,COUNCILOR,,"CODOY, NICK-NICK",PFP,6331,194527
SAMAR,MASLOG,COUNCILOR,,"SANTIAGO, HERACLIO",PFP,2726,197891
SAMAR,MAYDOLONG,COUNCILOR,,"BAJADO, JUN",PFP,5173,196860
SAMAR,MERCEDES,COUNCILOR,,"SUMONO, JOHN DAVE",IND,2822,194796
SAMAR,ORAS,COUNCILOR,,"MAESTRE, SAM",LAKAS,12160,198140
SAMAR,QUINAPONDAN,COUNCILOR,,"AYHON, CHERRY",PFP,5804,195045
SAMAR,SALCEDO,COUNCILOR,,"ABALORIO, MICHELLE",IND,6450,194253
SAMAR,SAN JULIAN,COUNCILOR,,"CAMPANI, SIR ABE",TINGOG,5103,198399
SAMAR,SAN POLICARPO,COUNCILOR,,"CATAMCO, ALEX",AKSYON,6168,199963
SAMAR,SULAT,COUNCILOR,,"ZACATE, SOFIA ISABELLE",PFP,7781,195565
SAMAR,TAFT,COUNCILOR,,"TY, KENT",PFP,7727,199460
SARANGANI,ALABEL,COUNCILOR,,"GRAFILO, JOY",PCM,22782,3448
SARANGANI,GLAN,COUNCILOR,,"ENGKONG, ELSAN FAITH",PCM,35149,4503
SARANGANI,KIAMBA,COUNCILOR,,"ALICARTE, MADER WENG",IND,15053,5011
SARANGANI,MAASIM,COUNCILOR,,"LABONGAN, ALDWIN",PCM,18586,3972
SARANGANI,MAITUM,COUNCILOR,,"REGANIT, JESSIEMEL BRYAN",PCM,15096,4764
SARANGANI,MALAPATAN,COUNCILOR,,"OGAN, BOYET",PCM,19971,3712
SARANGANI,MALUNGON,COUNCILOR,,"ASGAPO, ERWIN",PCM,37987,4236
SIQUIJOR,ENRIQUE VILLANUEVA,COUNCILOR,,"SUMINGUIT, JESUS JR.",PFP,2794,217629
SIQUIJOR,LARENA,COUNCILOR,,"PALMITOS, JOM-JOM",AKSYON,5209,217371
SIQUIJOR,LAZI,COUNCILOR,,"BALACY, JUVY",PFP,8165,217099
SIQUIJOR,MARIA,COUNCILOR,,"MAGPIONG, GAGAY",PFP,7156,217881
SIQUIJOR,SAN JUAN,COUNCILOR,,"MAATA, TOTING",PFP,6874,216843
SIQUIJOR,SIQUIJOR,COUNCILOR,,"DUHAYLUNGSOD, ERIC",PFP,10888,218137
SORSOGON,BARCELONA,COUNCILOR,,"BUENAOBRA, MARJOHN",NPC,10802,140225
SORSOGON,BULAN,COUNCILOR,,"CORSIGA, DANDIN",IND,39070,139708
SORSOGON,BULUSAN,COUNCILOR,,"GALLINERA, ANA MARIE",NPC,11378,139184
SORSOGON,CASIGURAN,COUNCILOR,,"HIBO, DADOY",IND,12301,139451
SORSOGON,CASTILLA,COUNCILOR,,"MENDOZA, CAMILLE",NPC,23676,138921
SORSOGON,CITY OF SORSOGON,COUNCILOR,,"RAVANILLA, PJ",NPC,26461,138407
SORSOGON,DONSOL,COUNCILOR,,"OCAYA, JESZAR",NPC,16386,138664
SORSOGON,GUBAT,COUNCILOR,,"PURA, DAN",NPC,17454,137600
SORSOGON,IROSIN,COUNCILOR,,"DELMONTE, JOJO",NPC,22986,136771
SORSOGON,JUBAN,COUNCILOR,,"CARIÑO, GERSHON",NPC,13815,137311
SORSOGON,MAGALLANES,COUNCILOR,,"CONDA, BEN",NPC,12645,139969
SORSOGON,MATNOG,COUNCILOR,,"UBALDO, CECIL",IND,16872,138117
SORSOGON,PILAR,COUNCILOR,,"LOSERIAGA, GEORGE",NPC,25238,140490
SORSOGON,PRIETO DIAZ,COUNCILOR,,"DIÑO, RYAND",NPC,8613,137855
SORSOGON,SANTA MAGDALENA,COUNCILOR,,"CORREA, GINA",NPC,5635,137038
SOUTH COTABATO,BANGA,COUNCILOR,,"REYES, ANEM",AKSYON,20060,535
SOUTH COTABATO,CITY OF GENERAL SANTOS,COUNCILOR,,"BLANDO, JONATHAN",PDPLBN,130583,3160
SOUTH COTABATO,CITY OF KORONADAL,COUNCILOR,,"CATORCE, MA. ESTER",NPC,61300,1049
SOUTH COTABATO,LAKE SEBU,COUNCILOR,,"FITAN, CYNTHIA JEAN",IND,18297,1323
SOUTH COTABATO,NORALA,COUNCILOR,,"FUSINGAN, ROY",PFP,17968,1600
SOUTH COTABATO,POLOMOLOK,COUNCILOR,,"LUMAYAG, JOHN",PFP,41579,2391
SOUTH COTABATO,SANTO NIÑO,COUNCILOR,,"MATINONG, BOGGIE",PFP,13252,2917
SOUTH COTABATO,SURALLAH,COUNCILOR,,"SOLIVIO, ROMULO JR.",PFP,26665,255
SOUTH COTABATO,T'BOLI,COUNCILOR,,"TUAN, KIRK",AKSYON,24879,1884
SOUTH COTABATO,TAMPAKAN,COUNCILOR,,"ESCOBILLO, MIKE",PFP,14816,790
SOUTH COTABATO,TANTANGAN,COUNCILOR,,"DAR-CACHERO, DARLYN",PFP,15057,2131
SOUTH COTABATO,TUPI,COUNCILOR,,"AGUINALDO-DUARTE, WENDY",PFP,24843,2647
SOUTHERN LEYTE,ANAHAWAN,COUNCILOR,,"CAGASAN, GP",IND,2887,203525
SOUTHERN LEYTE,BONTOC,COUNCILOR,,"SULLIVAN, MARLINA",IND,10768,201996
SOUTHERN LEYTE,CITY OF MAASIN,COUNCILOR,,"MERCADO, GANI",LAKAS,25575,202759
SOUTHERN LEYTE,HINUNANGAN,COUNCILOR,,"COMELING, GARY",LAKAS,9838,202495
SOUTHERN LEYTE,HINUNDAYAN,COUNCILOR,,"RAMIREZ, EDITH",LAKAS,4845,204056
SOUTHERN LEYTE,LIBAGON,COUNCILOR,,"PEÑAREDONDO, EDGAR",LAKAS,4614,201740
SOUTHERN LEYTE,LILOAN,COUNCILOR,,"BARBA, BOYETT",TINGOG,7950,200717
SOUTHERN LEYTE,LIMASAWA,COUNCILOR,,"MONTANES, FRIE",LAKAS,2743,201225
SOUTHERN LEYTE,MACROHON,COUNCILOR,,"MADRONA, JACOB",PDR,9480,201477
SOUTHERN LEYTE,MALITBOG,COUNCILOR,,"DY, RYAN",PDR,5824,203795
SOUTHERN LEYTE,PADRE BURGOS,COUNCILOR,,"NEUDA, SANDER",TINGOG,4714,202247
SOUTHERN LEYTE,PINTUYAN,COUNCILOR,,"BAGASBAS, TOTO",IND,4565,203271
SOUTHERN LEYTE,SAINT BERNARD,COUNCILOR,,"AÑORA, LOLOY",LAKAS,10128,200215
SOUTHERN LEYTE,SAN FRANCISCO,COUNCILOR,,"GAMUTAN, JUN",LAKAS,4639,204822
SOUTHERN LEYTE,SAN JUAN,COUNCILOR,,"RENEGADO, CATHERINE",LAKAS,5855,200466
SOUTHERN LEYTE,SAN RICARDO,COUNCILOR,,"SALINAS, ONGKOY",IND,3113,204318
SOUTHERN LEYTE,SILAGO,COUNCILOR,,"GOMEZ, ED",LAKAS,5069,203015
SOUTHERN LEYTE,SOGOD,COUNCILOR,,"GABRONINO, RHETT",LAKAS,15778,200974
SOUTHERN LEYTE,TOMAS OPPUS,COUNCILOR,,"ESCAÑO, DESIREE",LAKAS,6266,204568
SPECIAL GEOGRAPHIC AREA,KADAYANGAN,COUNCILOR,,"KUNAKON, MICHAEL",UBJP,3382,263590
SPECIAL GEOGRAPHIC AREA,KAPALAWAN,COUNCILOR,,"UNAYAN, BENJIE",IND,6027,263330
SPECIAL GEOGRAPHIC AREA,LIGAWASAN,COUNCILOR,,"SALIK, LUTH",UBJP,15087,265255
SPECIAL GEOGRAPHIC AREA,MALIDEGAO,COUNCILOR,,"MANGELEN, SACRIFICE",IND,4092,264456
SPECIAL GEOGRAPHIC AREA,NABALAWAG,COUNCILOR,,"MOHAMAD, AL HAMIDIE",IND,3960,264169
SPECIAL GEOGRAPHIC AREA,OLD KAABAKAN,COUNCILOR,,"BALAH, TUNDATU",SIAP,3402,263860
SPECIAL GEOGRAPHIC AREA,PAHAMUDDIN,COUNCILOR,,"ALHUSAINIE, RAFFY",UBJP,6045,264994
SPECIAL GEOGRAPHIC AREA,TUGUNAN,COUNCILOR,,"KANSI, ROGER",IND,3437,264730
SULTAN KUDARAT,BAGUMBAYAN,COUNCILOR,,"BITO-ONON,NONOY DEXTER",LAKAS,22725,11344
SULTAN KUDARAT,CITY OF TACURONG,COUNCILOR,,"LIM, BENG",LAKAS,24404,11093
SULTAN KUDARAT,COLUMBIO,COUNCILOR,,"OCAMPO, ARNIEL",LAKAS,8737,12132
SULTAN KUDARAT,ESPERANZA,COUNCILOR,,"LATOG, JAN PATRICK",PFP,14975,10827
SULTAN KUDARAT,ISULAN,COUNCILOR,,"APIADO, CARLO DON-DON",LAKAS,33636,9835
SULTAN KUDARAT,KALAMANSIG,COUNCILOR,,"DANIEL, TATA",LAKAS,13033,12387
SULTAN KUDARAT,LAMBAYONG,COUNCILOR,,"AGDUMA, KID",LAKAS,29155,10568
SULTAN KUDARAT,LEBAK,COUNCILOR,,"VILLANUEVA, ERWIN",LAKAS,23354,11612
SULTAN KUDARAT,LUTAYAN,COUNCILOR,,"MANGUDADATU, YAHYHJUN",LAKAS,34326,10327
SULTAN KUDARAT,PALIMBANG,COUNCILOR,,"ALIDING, MOSABAN",LAKAS,22316,12647
SULTAN KUDARAT,PRESIDENT QUIRINO,COUNCILOR,,"SANDIGAN, EDGAR",LAKAS,22607,10081
SULTAN KUDARAT,SEN. NINOY AQUINO,COUNCILOR,,"BUENO, RICHARD",LAKAS,9731,11861
SULU,HADJI PANGLIMA TAHIL,COUNCILOR,,"HADJULANI, MA.CECILIA",LAKAS,4157,35048
SULU,INDANAN,COUNCILOR,,"JIKIRI, ABDULKHADIR",LAKAS,27529,37113
SULU,JOLO,COUNCILOR,,"TAN, EDSIR II",LAKAS,39511,33507
SULU,KALINGALAN CALUANG,COUNCILOR,,"ADAM, ALDASIL",LAKAS,12890,35310
SULU,LUGUS,COUNCILOR,,"HAYUDINI, CHEN-CHEN",LAKAS,18379,37361
SULU,LUUK,COUNCILOR,,"ALIH, NADIA",LAKAS,27850,32992
SULU,MAIMBUNG,COUNCILOR,,"TAN, EDZFAR",LAKAS,34199,36343
SULU,OLD PANAMAO,COUNCILOR,,"AGGA, RAINIER",LAKAS,9632,36847
SULU,OMAR,COUNCILOR,,"ADJAK, RAJA",LAKAS,8159,34530
SULU,PANDAMI,COUNCILOR,,"BALLA, PERSIBAR",LAKAS,13548,35560
SULU,PANGLIMA ESTINO,COUNCILOR,,"ESTINO, PAT",LAKAS,9078,33242
SULU,PANGUTARAN,COUNCILOR,,"SAMOMOH, ALMARIDA",LAKAS,8678,34280
SULU,PARANG,COUNCILOR,,"IRILIS, ABDEL-AZIZ",LAKAS,18335,33762
SULU,PATA,COUNCILOR,,"ISLANI, TADZMAHAL",LAKAS,6638,34797
SULU,PATIKUL,COUNCILOR,,"HAYUDINI, BENZEAD",LAKAS,37377,36076
SULU,SIASI,COUNCILOR,,"MUKSAN, MERIANNLY",LAKAS,30753,35822
SULU,TALIPAO,COUNCILOR,,"ABDULLA, JAVIER",LAKAS,10731,36588
SULU,TAPUL,COUNCILOR,,"DAUD, JURBARRI",LAKAS,7712,34011
SURIGAO DEL NORTE,ALEGRIA,COUNCILOR,,"CALIAO, BOY",NP,6269,257219
SURIGAO DEL NORTE,BACUAG,COUNCILOR,,"ABUCEJO, MYRNA",NP,6138,258553
SURIGAO DEL NORTE,BURGOS,COUNCILOR,,"NOGALIZA, RENATO",NP,2347,256430
SURIGAO DEL NORTE,CITY OF SURIGAO,COUNCILOR,,"GO, ARNOLD",NP,48882,258834
